,distance,time,radial_velocity,obs_signal,x,y,z,time_step
25218,783.0,2023-05-05 15:18:24.369984,-5.9242,0.0639,573.6722,515.2691,135.9665,69
25318,231.0,2023-05-05 15:18:27.389988,-3.5545,0.6128,180.7219,138.1723,40.1127,69
25418,531.0,2023-05-05 15:18:27.389988,-4.5482,0.1401,415.4256,317.6168,92.2072,69
25518,831.0,2023-05-05 15:18:27.389988,-5.4655,0.0455,650.1293,497.0614,144.3016,69
25618,306.0,2023-05-05 15:18:30.399984,-4.0514,0.458,253.1061,163.5538,53.1363,69
25718,606.0,2023-05-05 15:18:30.399984,-4.2425,0.0836,501.2493,323.9006,105.2308,69
25818,906.0,2023-05-05 15:18:30.399984,-5.0451,0.0284,749.3926,484.2474,157.3252,69
25918,363.0,2023-05-05 15:18:33.429996,-4.166,0.4034,314.6689,169.6443,63.0343,69
26018,663.0,2023-05-05 15:18:33.429996,-4.3953,0.0555,574.7258,309.8462,115.1287,69
26118,966.0,2023-05-05 15:18:33.429996,-4.3953,0.0268,837.3832,451.4501,167.7441,69
26218,345.0,2023-05-05 15:18:36.439992,-4.0896,0.4308,310.8894,137.0538,59.9086,69
26318,645.0,2023-05-05 15:18:36.439992,-3.4398,0.0637,581.228,256.2309,112.0031,69
26418,945.0,2023-05-05 15:18:36.439992,-3.9367,0.0249,851.5666,375.4081,164.0975,69
26518,357.0,2023-05-05 15:18:39.459996,-3.8985,0.2239,331.8789,116.0273,61.9924,69
26618,657.0,2023-05-05 15:18:39.459996,-3.2487,0.0335,610.7687,213.5292,114.0869,69
26718,18.0,2023-05-05 15:18:42.480000,-0.688,0.0784,17.1424,4.5132,3.1257,69
26818,324.0,2023-05-05 15:18:45.650016,-3.287,0.2262,314.2495,55.2976,56.262,69
26918,624.0,2023-05-05 15:18:45.650016,-3.287,0.0394,605.2213,106.499,108.3565,69
27018,234.0,2023-05-05 15:18:48.660012,-3.4398,0.6331,229.4033,21.887,40.6337,69
27118,534.0,2023-05-05 15:18:48.660012,-3.1723,0.1294,523.51,49.9472,92.7281,69
27218,834.0,2023-05-05 15:18:48.660012,-0.9173,0.0355,817.6168,78.0075,144.8226,69
27318,234.0,2023-05-05 15:18:51.680016,-3.0959,0.6311,230.4153,3.7001,40.6337,69
27418,534.0,2023-05-05 15:18:51.680016,-2.4843,0.118,525.8195,8.4438,92.7281,69
27518,834.0,2023-05-05 15:18:51.680016,-0.4204,0.0307,821.2238,13.1875,144.8226,69
27618,237.0,2023-05-05 15:18:54.699984,-2.9048,0.6104,232.9389,-14.6553,41.1546,69
27718,537.0,2023-05-05 15:18:54.699984,-2.1021,0.1096,527.7982,-33.2062,93.2491,69
27818,837.0,2023-05-05 15:18:54.699984,0.5351,0.0231,822.6576,-51.7572,145.3435,69
27918,276.0,2023-05-05 15:18:57.719988,-2.6754,0.4695,269.0752,-38.4388,47.9269,69
28018,576.0,2023-05-05 15:18:57.719988,-1.911,0.08,561.5483,-80.2202,100.0214,69
28118,6.0,2023-05-05 15:19:00.739992,0.4204,0.0732,5.7652,-1.295,1.0419,69
28218,384.0,2023-05-05 15:19:00.739992,-2.2932,0.2557,368.9721,-82.8808,66.6809,69
28318,684.0,2023-05-05 15:19:00.739992,-0.1529,0.0695,657.2316,-147.6315,118.7754,69
28418,165.0,2023-05-05 15:19:03.770004,-2.8283,0.9921,155.1927,-48.1589,28.6519,69
28518,465.0,2023-05-05 15:19:03.770004,-1.4906,0.2106,437.3613,-135.7206,80.7464,69
28618,765.0,2023-05-05 15:19:03.770004,0.8408,0.0741,719.5299,-223.2823,132.8409,69
28718,201.0,2023-05-05 15:19:06.780000,-2.2932,0.8853,183.8545,-73.3505,34.9033,69
28818,501.0,2023-05-05 15:19:06.780000,-0.688,0.1571,458.2641,-182.8288,86.9977,69
28918,801.0,2023-05-05 15:19:06.780000,1.4906,0.0468,732.6738,-292.3072,139.0922,69
29018,234.0,2023-05-05 15:19:09.800004,-1.6435,0.6537,206.6443,-101.9954,40.6337,69
29118,534.0,2023-05-05 15:19:09.800004,0.1911,0.1291,471.5728,-232.7586,92.7281,69
29218,834.0,2023-05-05 15:19:09.800004,2.8283,0.0331,736.5013,-363.5219,144.8226,69
29318,219.0,2023-05-05 15:19:12.820008,-1.7199,0.7534,185.2544,-110.4338,38.029,69
29418,519.0,2023-05-05 15:19:12.820008,0.2675,0.1433,439.0275,-261.7129,90.1234,69
29518,819.0,2023-05-05 15:19:12.820008,2.5608,0.0514,692.8006,-412.992,142.2179,69
29618,213.0,2023-05-05 15:19:15.840012,-1.5288,0.7407,171.1328,-121.3034,36.9871,69
29718,513.0,2023-05-05 15:19:15.840012,0.688,0.1642,412.165,-292.1532,89.0815,69
29818,813.0,2023-05-05 15:19:15.840012,2.943,0.0602,653.1972,-463.003,141.176,69
29918,54.0,2023-05-05 15:19:18.860016,-7.2237,0.2192,40.8214,-34.0836,9.377,69
30018,441.0,2023-05-05 15:19:18.860016,0.344,0.1947,333.3744,-278.349,76.5788,69
30118,741.0,2023-05-05 15:19:18.860016,2.8665,0.067,560.1597,-467.7021,128.6733,69
30218,1041.0,2023-05-05 15:19:18.860016,6.4593,0.025,786.945,-657.0552,180.7678,69
30318,312.0,2023-05-05 15:19:21.870012,-0.1529,0.4262,219.5289,-214.9786,54.1782,69
30418,612.0,2023-05-05 15:19:21.870012,2.255,0.112,430.6144,-421.6887,106.2727,69
30518,912.0,2023-05-05 15:19:21.870012,4.3571,0.0454,641.6998,-628.3989,158.3671,69
30618,246.0,2023-05-05 15:19:24.890016,-0.5351,0.63,159.1619,-182.6437,42.7175,69
30718,546.0,2023-05-05 15:19:24.890016,2.1786,0.1432,353.2618,-405.3799,94.8119,69
30818,846.0,2023-05-05 15:19:24.890016,4.7776,0.0558,547.3616,-628.116,146.9064,69
30918,78.0,2023-05-05 15:19:27.909984,-0.8026,0.0461,45.7344,-61.7164,13.5446,69
31018,459.0,2023-05-05 15:19:27.909984,1.3759,0.1939,269.1294,-363.177,79.7045,69
31118,759.0,2023-05-05 15:19:27.909984,3.7456,0.062,445.031,-600.5476,131.799,69
31218,27.0,2023-05-05 15:19:30.929988,-0.4586,0.082,14.0983,-22.5445,4.6885,69
31318,423.0,2023-05-05 15:19:30.929988,1.8346,0.2669,220.8737,-353.1974,73.4532,69
31418,723.0,2023-05-05 15:19:30.929988,4.1278,0.0687,377.5217,-603.6921,125.5476,69
31518,15.0,2023-05-05 15:19:33.939984,-0.3058,0.0977,6.8187,-13.1042,2.6047,69
31618,411.0,2023-05-05 15:19:33.939984,1.9492,0.3135,186.8329,-359.0556,71.3694,69
31718,711.0,2023-05-05 15:19:33.939984,4.2042,0.0701,323.2072,-621.1399,123.4639,69
31818,1017.0,2023-05-05 15:19:33.939984,7.7205,0.0237,462.309,-888.4659,176.6002,69
31918,384.0,2023-05-05 15:19:36.959988,2.0257,0.3215,147.5182,-348.2069,66.6809,69
32018,684.0,2023-05-05 15:19:36.959988,4.3571,0.0739,262.7669,-620.2435,118.7754,69
32118,1014.0,2023-05-05 15:19:36.959988,7.9881,0.0196,389.5403,-919.4838,176.0793,69
32218,408.0,2023-05-05 15:19:39.979992,2.7901,0.3042,126.9614,-381.2156,70.8485,69
32318,708.0,2023-05-05 15:19:39.979992,4.51,0.0823,220.3153,-661.5211,122.9429,69
32418,1017.0,2023-05-05 15:19:39.979992,8.6378,0.0257,316.4698,-950.2359,176.6002,69
32518,384.0,2023-05-05 15:19:42.999996,2.7137,0.3195,90.782,-367.108,66.6809,69
32618,684.0,2023-05-05 15:19:42.999996,4.8922,0.0824,161.7055,-653.9111,118.7754,69
32718,1020.0,2023-05-05 15:19:42.999996,8.9054,0.0246,241.1398,-975.1306,177.1211,69
32818,378.0,2023-05-05 15:19:46.020000,2.7519,0.3441,60.5429,-367.3011,65.639,69
32918,678.0,2023-05-05 15:19:46.020000,5.2744,0.082,108.5928,-658.8099,117.7335,69
33018,987.0,2023-05-05 15:19:46.020000,7.3001,0.0202,158.0842,-959.0639,171.3908,69
33118,381.0,2023-05-05 15:19:49.029996,2.7901,0.3644,31.6579,-373.8738,66.16,69
33218,681.0,2023-05-05 15:19:49.029996,5.0451,0.0781,56.5854,-668.2627,118.2544,69
33318,1032.0,2023-05-05 15:19:49.029996,8.7907,0.0199,85.7506,-1012.6976,179.2049,69
33418,387.0,2023-05-05 15:19:52.050000,3.2105,0.3325,2.0621,-381.115,67.2018,69
33518,687.0,2023-05-05 15:19:52.050000,5.6184,0.0706,3.6605,-676.553,119.2963,69
33618,39.0,2023-05-05 15:19:55.070004,-2.7519,0.1048,-2.8263,-38.3034,6.7723,69
33718,414.0,2023-05-05 15:19:55.070004,3.5927,0.2872,-30.0019,-406.605,71.8903,69
33818,714.0,2023-05-05 15:19:55.070004,6.1535,0.0664,-51.7424,-701.2464,123.9848,69
33918,81.0,2023-05-05 15:19:58.090008,-1.2231,0.3887,-12.1486,-78.8389,14.0655,69
34018,456.0,2023-05-05 15:19:58.090008,3.7074,0.2509,-68.3919,-443.8339,79.1836,69
34118,756.0,2023-05-05 15:19:58.090008,6.5739,0.0629,-113.3865,-735.8299,131.278,69
34218,180.0,2023-05-05 15:20:01.110012,1.032,0.939,-40.7497,-172.5181,31.2567,69
34318,480.0,2023-05-05 15:20:01.110012,4.8158,0.194,-108.666,-460.0481,83.3511,69
34418,780.0,2023-05-05 15:20:01.110012,6.6504,0.0494,-176.5822,-747.5782,135.4456,69
34518,219.0,2023-05-05 15:20:04.120008,1.9492,0.7167,-65.966,-205.337,38.029,69
34618,519.0,2023-05-05 15:20:04.120008,5.1215,0.1426,-156.3305,-486.6206,90.1234,69
34718,819.0,2023-05-05 15:20:04.120008,6.9179,0.0393,-246.6949,-767.9041,142.2179,69
34818,300.0,2023-05-05 15:20:07.140012,2.8283,0.486,-112.2982,-273.2678,52.0945,69
34918,600.0,2023-05-05 15:20:07.140012,5.4655,0.111,-224.5964,-546.5356,104.1889,69
35018,900.0,2023-05-05 15:20:07.140012,7.0326,0.0234,-336.8946,-819.8033,156.2834,69
35118,354.0,2023-05-05 15:20:10.160016,4.0131,0.3412,-157.5659,-310.9827,61.4715,69
35218,654.0,2023-05-05 15:20:10.160016,5.6566,0.0816,-291.0962,-574.5274,113.5659,69
35318,6.0,2023-05-05 15:20:13.179984,0.7644,0.1085,-3.0786,-5.0435,1.0419,69
35418,378.0,2023-05-05 15:20:13.179984,4.3189,0.2733,-193.9497,-317.7405,65.639,69
35518,678.0,2023-05-05 15:20:13.179984,5.8095,0.0716,-347.878,-569.9156,117.7335,69
35618,21.0,2023-05-05 15:20:16.199988,0.0764,0.0996,-12.1384,-16.744,3.6466,69
35718,396.0,2023-05-05 15:20:16.199988,4.51,0.2494,-228.8962,-315.7435,68.7647,69
35818,696.0,2023-05-05 15:20:16.199988,5.542,0.0748,-402.3025,-554.943,120.8591,69
35918,6.0,2023-05-05 15:20:19.209984,0.9937,0.119,-3.8351,-4.4951,1.0419,69
36018,378.0,2023-05-05 15:20:19.209984,4.5482,0.2879,-241.6136,-283.1932,65.639,69
36118,678.0,2023-05-05 15:20:19.209984,5.2744,0.0705,-433.3703,-507.9498,117.7335,69
36218,9.0,2023-05-05 15:20:22.229988,0.2293,0.0981,-6.2673,-6.2673,1.5628,69
36318,381.0,2023-05-05 15:20:22.229988,4.3571,0.3236,-265.3148,-265.3148,66.16,69
36418,681.0,2023-05-05 15:20:22.229988,4.854,0.0726,-474.224,-474.224,118.2544,69
36518,981.0,2023-05-05 15:20:22.229988,6.765,0.0248,-683.1333,-683.1333,170.3489,69
36618,366.0,2023-05-05 15:20:25.249992,4.0896,0.3097,-274.1621,-233.9911,63.5552,69
36718,666.0,2023-05-05 15:20:25.249992,4.6629,0.0684,-498.8852,-425.7871,115.6497,69
36818,57.0,2023-05-05 15:20:28.269996,-7.9498,0.1368,-45.4422,-32.9551,9.8979,69
36918,432.0,2023-05-05 15:20:28.269996,3.9749,0.2097,-344.4038,-249.7651,75.016,69
37018,732.0,2023-05-05 15:20:28.269996,4.51,0.0557,-583.5731,-423.2131,127.1105,69
37118,255.0,2023-05-05 15:20:31.290000,3.7456,0.51,-214.3259,-130.8765,44.2803,69
37218,555.0,2023-05-05 15:20:31.290000,3.6309,0.1201,-466.4741,-284.8488,96.3747,69
37318,867.0,2023-05-05 15:20:31.290000,3.8603,0.0284,-728.7082,-444.98,150.553,69
37418,366.0,2023-05-05 15:20:34.299996,3.822,0.3185,-321.4961,-162.9632,63.5552,69
37518,666.0,2023-05-05 15:20:34.299996,3.1341,0.0435,-585.0175,-296.5396,115.6497,69
37618,228.0,2023-05-05 15:20:37.320000,3.7074,0.6663,-207.6686,-85.3829,39.5918,69
37718,528.0,2023-05-05 15:20:37.320000,3.287,0.1441,-480.9168,-197.7288,91.6862,69
37818,48.0,2023-05-05 15:20:40.340004,-4.5482,0.2757,-45.0028,-14.4662,8.3351,69
37918,420.0,2023-05-05 15:20:40.340004,3.4016,0.27,-393.7749,-126.5789,72.9322,69
38018,720.0,2023-05-05 15:20:40.340004,1.9492,0.0516,-675.0427,-216.9924,125.0267,69
38118,231.0,2023-05-05 15:20:43.360008,3.4016,0.6633,-221.3982,-52.2955,40.1127,69
38218,531.0,2023-05-05 15:20:43.360008,3.0194,0.1354,-508.9283,-120.2118,92.2072,69
38318,831.0,2023-05-05 15:20:43.360008,2.1786,0.0427,-796.4583,-188.128,144.3016,69
38418,207.0,2023-05-05 15:20:46.460004,3.4016,0.7447,-201.5471,-30.5891,35.9452,69
38518,507.0,2023-05-05 15:20:46.460004,3.0194,0.1803,-493.6445,-74.9211,88.0396,69
38618,807.0,2023-05-05 15:20:46.460004,1.3377,0.0487,-785.7418,-119.2531,140.1341,69
38718,150.0,2023-05-05 15:20:49.480008,3.1723,0.9729,-147.3431,-10.5617,26.0472,69
38818,450.0,2023-05-05 15:20:49.480008,2.7901,0.1843,-442.0293,-31.6851,78.1417,69
38918,750.0,2023-05-05 15:20:49.480008,1.3759,0.0718,-736.7156,-52.8084,130.2361,69
39018,18.0,2023-05-05 15:20:52.500012,-0.6497,0.0863,-17.726,0.133,3.1257,69
39118,390.0,2023-05-05 15:20:52.500012,2.8283,0.2279,-384.0642,2.8824,67.7228,69
39218,690.0,2023-05-05 15:20:52.500012,1.9875,0.0862,-679.4982,5.0997,119.8172,69
39318,996.0,2023-05-05 15:20:52.500012,-0.344,0.0197,-980.8409,7.3613,172.9536,69
39418,348.0,2023-05-05 15:20:55.520016,2.9048,0.3012,-341.4246,29.6906,60.4296,69
39518,648.0,2023-05-05 15:20:55.520016,1.4142,0.1021,-635.7561,55.286,112.524,69
39618,948.0,2023-05-05 15:20:55.520016,0.0,0.0278,-930.0876,80.8814,164.6185,69
39718,330.0,2023-05-05 15:20:58.539984,2.4079,0.3201,-320.5296,53.6383,57.3039,69
39818,630.0,2023-05-05 15:20:58.539984,1.032,0.1176,-611.9201,102.4003,109.3984,69
39918,930.0,2023-05-05 15:20:58.539984,-1.5288,0.0246,-903.3106,151.1624,161.4928,69
40018,357.0,2023-05-05 15:21:01.559988,1.9875,0.2987,-341.1033,85.1731,61.9924,69
40118,657.0,2023-05-05 15:21:01.559988,0.3058,0.0999,-627.7448,156.7471,114.0869,69
40218,30.0,2023-05-05 15:21:04.569984,-1.3377,0.0952,-28.0093,9.399,5.2094,69
40318,408.0,2023-05-05 15:21:04.569984,0.8791,0.256,-380.9265,127.826,70.8485,69
40418,708.0,2023-05-05 15:21:04.569984,-0.4969,0.0918,-661.0196,221.8157,122.9429,69
40518,135.0,2023-05-05 15:21:07.589988,2.6372,0.9648,-122.3076,52.1182,23.4425,69
40618,435.0,2023-05-05 15:21:07.589988,0.4586,0.2003,-394.1022,167.9363,75.537,69
40718,735.0,2023-05-05 15:21:07.589988,-1.6053,0.0573,-665.8969,283.7544,127.6314,69
40818,87.0,2023-05-05 15:21:10.609992,2.0639,0.6904,-75.9215,39.7077,15.1074,69
40918,429.0,2023-05-05 15:21:10.609992,-0.1147,0.2188,-374.3714,195.7998,74.4951,69
41018,729.0,2023-05-05 15:21:10.609992,-1.9875,0.0587,-636.1695,332.7228,126.5895,69
41118,27.0,2023-05-05 15:21:13.629996,-0.4204,0.0574,-22.5125,14.1494,4.6885,69
41218,384.0,2023-05-05 15:21:13.629996,0.0,0.2782,-320.1774,201.2365,66.6809,69
41318,684.0,2023-05-05 15:21:13.629996,-1.911,0.0832,-570.3159,358.4524,118.7754,69
41418,984.0,2023-05-05 15:21:13.629996,-4.9687,0.023,-820.4545,515.6684,170.8698,69
41518,327.0,2023-05-05 15:21:16.639992,0.3058,0.3375,-258.2647,192.3644,56.783,69
41618,627.0,2023-05-05 15:21:16.639992,-1.1466,0.1147,-495.2048,368.8454,108.8774,69
41718,927.0,2023-05-05 15:21:16.639992,-4.7393,0.0299,-732.1448,545.3265,160.9719,69
41818,309.0,2023-05-05 15:21:19.659996,0.1147,0.375,-228.9291,200.4828,53.6573,69
41918,609.0,2023-05-05 15:21:19.659996,-1.2231,0.1353,-451.1903,395.1264,105.7517,69
42018,909.0,2023-05-05 15:21:19.659996,-5.6948,0.0344,-673.4516,589.7699,157.8462,69
42118,300.0,2023-05-05 15:21:22.680000,0.1147,0.3896,-206.1938,211.5899,52.0945,69
42218,600.0,2023-05-05 15:21:22.680000,-1.8346,0.1291,-412.3875,423.1799,104.1889,69
42318,15.0,2023-05-05 15:21:25.700004,-0.1147,0.129,-9.4439,11.3591,2.6047,69
42418,372.0,2023-05-05 15:21:25.700004,-0.344,0.3682,-234.2083,281.7049,64.5971,69
42518,672.0,2023-05-05 15:21:25.700004,-2.4461,0.1069,-423.086,508.8863,116.6916,69
42618,132.0,2023-05-05 15:21:28.720008,0.8408,0.9432,-74.9331,106.2244,22.9216,69
42718,432.0,2023-05-05 15:21:28.720008,-1.032,0.3261,-245.2356,347.6436,75.016,69
42818,732.0,2023-05-05 15:21:28.720008,-3.8985,0.0837,-415.5381,589.0628,127.1105,69
42918,180.0,2023-05-05 15:21:31.740012,0.4204,0.7441,-90.3952,152.4852,31.2567,69
43018,480.0,2023-05-05 15:21:31.740012,-1.4524,0.2851,-241.0538,406.6272,83.3511,69
43118,780.0,2023-05-05 15:21:31.740012,-5.1598,0.0557,-391.7124,660.7692,135.4456,69
43218,282.0,2023-05-05 15:21:34.760016,-0.6497,0.4691,-122.3086,249.3324,48.9688,69
43318,582.0,2023-05-05 15:21:34.760016,-3.0194,0.1397,-252.4242,514.5797,101.0632,69
43418,18.0,2023-05-05 15:21:37.779984,-0.3058,0.0952,-6.5198,16.484,3.1257,69
43518,363.0,2023-05-05 15:21:37.779984,-1.3759,0.4197,-131.4831,332.4273,63.0343,69
43618,663.0,2023-05-05 15:21:37.779984,-4.51,0.1075,-240.1467,607.1605,115.1287,69
43718,153.0,2023-05-05 15:21:40.799988,-0.4969,0.734,-44.2041,144.0456,26.5682,69
43818,453.0,2023-05-05 15:21:40.799988,-2.0639,0.3136,-130.8789,426.4879,78.6626,69
43918,753.0,2023-05-05 15:21:40.799988,-7.2619,0.061,-217.5537,708.9301,130.7571,69
44018,264.0,2023-05-05 15:21:43.819992,-1.4524,0.4167,-56.4492,253.7871,45.8431,69
44118,564.0,2023-05-05 15:21:43.819992,-3.9749,0.1733,-120.5959,542.1816,97.9376,69
44218,42.0,2023-05-05 15:21:46.839996,-2.7901,0.2193,-5.7565,40.9594,7.2932,69
44318,375.0,2023-05-05 15:21:46.839996,-2.255,0.3571,-51.397,365.7089,65.1181,69
44418,675.0,2023-05-05 15:21:46.839996,-5.7713,0.0918,-92.5147,658.276,117.2125,69
44518,147.0,2023-05-05 15:21:49.860000,-1.5288,0.6639,-8.7369,144.5029,25.5263,69
44618,447.0,2023-05-05 15:21:49.860000,-3.0959,0.2988,-26.5674,439.4066,77.6207,69
44718,747.0,2023-05-05 15:21:49.860000,-8.2556,0.0322,-44.3978,734.3104,129.7152,69
73,234.0,2023-05-05 15:28:52.730004,-3.4016,0.5204,0.0,230.445,40.6337,70
173,534.0,2023-05-05 15:28:52.730004,-6.8415,0.1561,0.0,525.8873,92.7281,70
273,834.0,2023-05-05 15:28:52.730004,-10.7017,0.0262,0.0,821.3297,144.8226,70
373,276.0,2023-05-05 15:28:55.760016,-3.5163,0.4308,20.427,271.0383,47.9269,70
473,576.0,2023-05-05 15:28:55.760016,-7.3765,0.1221,42.6304,565.6451,100.0214,70
573,18.0,2023-05-05 15:28:58.789992,-0.1911,0.1357,2.7333,17.5145,3.1257,70
673,336.0,2023-05-05 15:28:58.789992,-3.8603,0.3673,51.0218,326.9381,58.3458,70
773,636.0,2023-05-05 15:28:58.789992,-8.1027,0.0889,96.5769,618.8472,110.4402,70
873,105.0,2023-05-05 15:29:01.830012,-2.943,0.7715,24.0165,100.5771,18.2331,70
973,405.0,2023-05-05 15:29:01.830012,-4.5482,0.3005,92.6351,387.9404,70.3275,70
1073,705.0,2023-05-05 15:29:01.830012,-9.02,0.0871,161.2537,675.3037,122.422,70
1173,192.0,2023-05-05 15:29:04.869996,-3.3252,0.5405,58.3985,179.8389,33.3405,70
1273,492.0,2023-05-05 15:29:04.869996,-5.8859,0.1977,149.6462,460.8372,85.4349,70
1373,792.0,2023-05-05 15:29:04.869996,-10.1666,0.0287,240.8938,741.8355,137.5294,70
1473,309.0,2023-05-05 15:29:07.990008,-4.3189,0.3683,117.3354,280.7745,53.6573,70
1573,609.0,2023-05-05 15:29:07.990008,-7.4912,0.1076,231.2532,553.3711,105.7517,70
1673,114.0,2023-05-05 15:29:11.029992,-3.4398,0.6853,51.3698,99.8262,19.7959,70
1773,414.0,2023-05-05 15:29:11.029992,-5.0069,0.2581,186.5534,362.5267,71.8903,70
1873,714.0,2023-05-05 15:29:11.029992,-8.2174,0.0535,321.7371,625.2272,123.9848,70
1973,207.0,2023-05-05 15:29:14.060004,-4.0514,0.4982,107.4227,173.255,35.9452,70
2073,507.0,2023-05-05 15:29:14.060004,-5.8477,0.2161,263.1077,424.3493,88.0396,70
2173,822.0,2023-05-05 15:29:14.060004,-9.4787,0.0262,426.577,687.9983,142.7388,70
2273,318.0,2023-05-05 15:29:17.099988,-4.7776,0.3419,185.6203,252.2298,55.2201,70
2373,618.0,2023-05-05 15:29:17.099988,-6.7268,0.1078,360.7337,490.1824,107.3146,70
2473,102.0,2023-05-05 15:29:20.119992,-3.4398,0.746,65.7425,75.9487,17.7121,70
2573,402.0,2023-05-05 15:29:20.119992,-4.8158,0.2673,259.1027,299.3273,69.8066,70
2673,702.0,2023-05-05 15:29:20.119992,-7.1854,0.0706,452.4628,522.706,121.901,70
2773,207.0,2023-05-05 15:29:23.139996,-4.5865,0.4379,145.2002,143.0869,35.9452,70
2873,507.0,2023-05-05 15:29:23.139996,-5.3891,0.184,355.6352,350.4592,88.0396,70
2973,27.0,2023-05-05 15:29:26.160000,-0.7644,0.2826,20.357,17.1058,4.6885,70
3073,345.0,2023-05-05 15:29:26.160000,-4.6629,0.2792,260.1177,218.5743,59.9086,70
3173,645.0,2023-05-05 15:29:26.160000,-6.1917,0.0719,486.307,408.6389,112.0031,70
3273,144.0,2023-05-05 15:29:29.180004,-3.4398,0.5704,115.4372,82.371,25.0053,70
3373,444.0,2023-05-05 15:29:29.180004,-4.5482,0.2437,355.9315,253.9772,77.0998,70
3473,744.0,2023-05-05 15:29:29.180004,-5.3891,0.0573,596.4257,425.5834,129.1942,70
3573,213.0,2023-05-05 15:29:32.200008,-3.7456,0.4453,179.8406,107.9737,36.9871,70
3673,513.0,2023-05-05 15:29:32.200008,-4.2807,0.1832,433.1372,260.0493,89.0815,70
3773,813.0,2023-05-05 15:29:32.200008,-5.4273,0.041,686.4338,412.125,141.176,70
3873,261.0,2023-05-05 15:29:35.220012,-3.6692,0.3324,230.1293,114.4876,45.3222,70
3973,561.0,2023-05-05 15:29:35.220012,-3.9367,0.1519,494.6457,246.0825,97.4166,70
4073,861.0,2023-05-05 15:29:35.220012,-4.6247,0.0202,759.1621,377.6775,149.5111,70
4173,315.0,2023-05-05 15:29:38.240016,-4.2042,0.288,287.7878,115.8067,54.6992,70
4273,615.0,2023-05-05 15:29:38.240016,-3.5163,0.1102,561.8714,226.0987,106.7936,70
4373,150.0,2023-05-05 15:29:41.259984,-2.1403,0.2975,140.9769,44.1254,26.0472,70
4473,450.0,2023-05-05 15:29:41.259984,-3.5163,0.0279,422.9307,132.3763,78.1417,70
4573,180.0,2023-05-05 15:29:47.299992,-2.8665,0.4929,175.4087,25.5894,31.2567,70
4673,480.0,2023-05-05 15:29:47.299992,-2.7137,0.1925,467.7565,68.2383,83.3511,70
4773,780.0,2023-05-05 15:29:47.299992,-1.6053,0.031,760.1043,110.8872,135.4456,70
4873,219.0,2023-05-05 15:29:50.319996,-2.7519,0.4429,215.2037,14.2184,38.029,70
4973,519.0,2023-05-05 15:29:50.319996,-1.911,0.1625,510.0033,33.6956,90.1234,70
5073,819.0,2023-05-05 15:29:50.319996,-0.7262,0.0388,804.8029,53.1728,142.2179,70
5173,270.0,2023-05-05 15:29:53.340000,-2.7519,0.3045,265.8747,-3.5269,46.885,70
5273,570.0,2023-05-05 15:29:53.340000,-1.4142,0.1271,561.291,-7.4457,98.9795,70
5373,870.0,2023-05-05 15:29:53.340000,0.3058,0.0254,856.7074,-11.3645,151.0739,70
5473,312.0,2023-05-05 15:29:56.360004,-2.4079,0.2617,305.9513,-28.3284,54.1782,70
5573,612.0,2023-05-05 15:29:56.360004,-0.2675,0.0996,600.1353,-55.5672,106.2727,70
5673,45.0,2023-05-05 15:29:59.390016,-3.5545,0.441,43.6657,-7.5659,7.8142,70
5773,357.0,2023-05-05 15:29:59.390016,-1.9492,0.2494,346.4147,-60.023,61.9924,70
5873,657.0,2023-05-05 15:29:59.390016,0.7262,0.0884,637.5196,-110.4625,114.0869,70
5973,39.0,2023-05-05 15:30:02.409984,-2.4079,0.1467,37.2059,-9.5321,6.7723,70
6073,351.0,2023-05-05 15:30:02.409984,-1.911,0.258,334.8527,-85.7887,60.9505,70
6173,651.0,2023-05-05 15:30:02.409984,0.8408,0.0992,621.0516,-159.1124,113.045,70
6273,48.0,2023-05-05 15:30:05.429988,-3.8985,0.5233,44.7222,-15.3118,8.3351,70
6373,360.0,2023-05-05 15:30:05.429988,-1.567,0.2553,335.4164,-114.8387,62.5133,70
6473,660.0,2023-05-05 15:30:05.429988,0.7262,0.0943,614.93,-210.5376,114.6078,70
6573,105.0,2023-05-05 15:30:08.449992,-1.5288,0.865,94.8787,-41.1167,18.2331,70
6673,405.0,2023-05-05 15:30:08.449992,-0.2675,0.2557,365.9608,-158.5929,70.3275,70
6773,705.0,2023-05-05 15:30:08.449992,2.2168,0.0829,637.0429,-276.0692,122.422,70
6873,153.0,2023-05-05 15:30:11.469996,-1.3377,0.6427,133.088,-70.645,26.5682,70
6973,453.0,2023-05-05 15:30:11.469996,0.4969,0.2329,394.0449,-209.1646,78.6626,70
7073,753.0,2023-05-05 15:30:11.469996,3.4016,0.0698,655.0017,-347.6843,130.7571,70
7173,195.0,2023-05-05 15:30:14.490000,-1.0702,0.4585,161.9628,-103.1817,33.8614,70
7273,495.0,2023-05-05 15:30:14.490000,1.1084,0.1927,411.1363,-261.9227,85.9558,70
7373,795.0,2023-05-05 15:30:14.490000,4.5865,0.045,660.3099,-420.6638,138.0503,70
7473,231.0,2023-05-05 15:30:17.510004,-0.4969,0.3623,181.5864,-137.0341,40.1127,70
7573,531.0,2023-05-05 15:30:17.510004,2.0257,0.1739,417.413,-315.0004,92.2072,70
7673,831.0,2023-05-05 15:30:17.510004,5.3126,0.0537,653.2395,-492.9667,144.3016,70
7773,228.0,2023-05-05 15:30:20.530008,-0.3058,0.3927,167.9858,-148.9875,39.5918,70
